time_readable,heart_rate_value
"2018-11-30 00:00:01",70
"2018-11-30 00:00:16",70
"2018-11-30 00:00:31",70
"2018-11-30 00:00:46",70
"2018-11-30 00:01:01",70
"2018-11-30 00:01:16",70
"2018-11-30 00:01:20",70
"2018-11-30 00:01:35",70
"2018-11-30 00:01:50",70
"2018-11-30 00:02:05",70
"2018-11-30 00:02:20",70
"2018-11-30 00:02:35",70
"2018-11-30 00:02:50",70
"2018-11-30 00:03:05",70
"2018-11-30 00:03:20",70
"2018-11-30 00:03:35",70
"2018-11-30 00:03:50",70
"2018-11-30 00:04:05",70
"2018-11-30 00:04:20",70
"2018-11-30 00:04:35",70
"2018-11-30 00:04:50",70
"2018-11-30 00:05:05",70
"2018-11-30 00:05:20",70
"2018-11-30 00:05:35",70
"2018-11-30 00:05:50",70
"2018-11-30 00:06:05",70
"2018-11-30 00:06:20",70
"2018-11-30 00:06:35",70
"2018-11-30 00:06:50",70
"2018-11-30 00:07:05",70
"2018-11-30 00:07:20",70
"2018-11-30 00:07:35",70
"2018-11-30 00:07:50",70
"2018-11-30 00:07:53",70
"2018-11-30 00:08:08",70
"2018-11-30 00:08:23",70
"2018-11-30 00:08:38",70
"2018-11-30 00:08:53",70
"2018-11-30 00:09:08",70
"2018-11-30 00:09:23",70
"2018-11-30 00:09:38",70
"2018-11-30 00:09:53",70
"2018-11-30 00:10:08",70
"2018-11-30 00:10:23",70
"2018-11-30 00:10:38",70
"2018-11-30 00:10:53",70
"2018-11-30 00:11:08",70
"2018-11-30 00:11:23",70
"2018-11-30 00:11:38",70
"2018-11-30 00:11:53",70
"2018-11-30 00:12:08",70
"2018-11-30 00:12:23",70
"2018-11-30 00:12:38",70
"2018-11-30 00:12:53",70
"2018-11-30 00:13:08",70
"2018-11-30 00:13:23",70
"2018-11-30 00:13:38",70
"2018-11-30 00:13:53",70
"2018-11-30 00:14:08",70
"2018-11-30 00:14:23",70
"2018-11-30 00:14:27",70
"2018-11-30 00:14:42",70
"2018-11-30 00:14:57",70
"2018-11-30 00:15:12",70
"2018-11-30 00:15:27",70
"2018-11-30 00:15:42",70
"2018-11-30 00:15:57",70
"2018-11-30 00:16:12",70
"2018-11-30 00:16:27",70
"2018-11-30 00:16:42",70
"2018-11-30 00:16:57",70
"2018-11-30 00:17:12",70
"2018-11-30 00:17:27",70
"2018-11-30 00:17:42",70
"2018-11-30 00:17:57",70
"2018-11-30 00:18:12",70
"2018-11-30 00:18:27",70
"2018-11-30 00:18:42",70
"2018-11-30 00:18:57",70
"2018-11-30 00:19:12",70
"2018-11-30 00:19:27",70
"2018-11-30 00:19:42",70
"2018-11-30 00:19:57",70
"2018-11-30 00:20:12",70
"2018-11-30 00:20:27",70
"2018-11-30 00:20:42",70
"2018-11-30 00:20:57",70
"2018-11-30 00:21:00",70
"2018-11-30 00:21:15",70
"2018-11-30 00:21:30",70
"2018-11-30 00:21:45",70
"2018-11-30 00:22:00",70
"2018-11-30 00:22:15",70
"2018-11-30 00:22:30",70
"2018-11-30 00:22:45",70
"2018-11-30 00:23:00",70
"2018-11-30 00:23:15",70
"2018-11-30 00:23:30",70
"2018-11-30 00:23:45",70
"2018-11-30 00:24:00",70
"2018-11-30 00:24:15",70
"2018-11-30 00:24:30",70
"2018-11-30 00:24:45",70
"2018-11-30 00:25:00",70
"2018-11-30 00:25:15",70
"2018-11-30 00:25:30",70
"2018-11-30 00:25:45",70
"2018-11-30 00:26:00",70
"2018-11-30 00:26:15",70
"2018-11-30 00:26:30",70
"2018-11-30 00:26:45",70
"2018-11-30 00:27:00",70
"2018-11-30 00:27:15",70
"2018-11-30 00:27:30",70
"2018-11-30 00:27:34",70
"2018-11-30 00:27:49",70
"2018-11-30 00:28:04",70
"2018-11-30 00:28:19",70
"2018-11-30 00:28:34",70
"2018-11-30 00:28:49",70
"2018-11-30 00:29:04",70
"2018-11-30 00:29:19",70
"2018-11-30 00:29:34",70
"2018-11-30 00:29:49",70
"2018-11-30 00:30:04",70
"2018-11-30 00:30:19",70
"2018-11-30 00:30:34",70
"2018-11-30 00:30:49",70
"2018-11-30 00:31:04",70
"2018-11-30 00:31:19",70
"2018-11-30 00:31:34",70
"2018-11-30 00:31:49",70
"2018-11-30 00:32:04",70
"2018-11-30 00:32:19",70
"2018-11-30 00:32:34",70
"2018-11-30 00:32:49",70
"2018-11-30 00:33:04",70
"2018-11-30 00:33:19",70
"2018-11-30 00:33:34",70
"2018-11-30 00:33:49",70
"2018-11-30 00:34:04",70
"2018-11-30 00:34:07",70
"2018-11-30 00:34:22",70
"2018-11-30 00:34:37",70
"2018-11-30 00:34:52",70
